time,rating,free_text,do_better,surgery,sentiment_free_text,sentiment_score_free_text,sentiment_do_better,sentiment_score_do_better,free_text_len,do_better_len,rating_score,feedback_labels,improvement_labels
13/07/2023 15:42,Likely,nurse person is really helpful and look after us,person s court surgery is really lucky to have nurse a,Earls Court Surgery,positive,0.9655364751815796,positive,0.9485433101654053,9,10,4,Patient Respect,Patient Respect
13/07/2023 15:49,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,5,1,5,,
13/07/2023 16:12,Likely,,,Earls Court Surgery,neutral,0,neutral,0,2,1,4,,
13/07/2023 16:15,Extremely likely,the receptionist was really very very helpful,yes of course she showed me the easy and a great way to apply for my medicine,Earls Court Surgery,positive,0.9767670035362244,positive,0.9663713574409485,7,17,5,Reception Staff Interaction,Accessibility and Convenience
13/07/2023 16:21,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,5,2,5,,
13/07/2023 16:28,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
13/07/2023 16:28,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,5,4,5,,
13/07/2023 16:32,Extremely likely,,the staff and especially the gp are extremely likely in service,Earls Court Surgery,neutral,0,neutral,0.8199637532234192,3,11,5,,Staff Professionalism
13/07/2023 16:36,Extremely likely,all the colleagues are nice and professional,,Earls Court Surgery,positive,0.9599663019180298,neutral,0,7,0,5,Staff Professionalism,
13/07/2023 16:38,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
13/07/2023 16:59,Likely,,,Earls Court Surgery,neutral,0,neutral,0,3,2,4,,
13/07/2023 17:23,Extremely likely,the gp was very calm friendly and helpful,,Earls Court Surgery,positive,0.9469083547592163,neutral,0,8,0,5,Patient Respect,
13/07/2023 17:38,Extremely likely,i m with earl s court surgery about 20 years i m very happy they do excellent service,,Earls Court Surgery,positive,0.9785305857658386,neutral,0,15,0,5,Treatment Quality,
13/07/2023 17:48,Extremely likely,care and good service what more does a patient wants,,Earls Court Surgery,positive,0.6577638387680054,neutral,0,10,1,5,Treatment Quality,
13/07/2023 17:51,Likely,i always manage to get an appointment with the doctor or nurse within a reasonable timeframe i feel the doctor and nurses are competent and attentive,,Earls Court Surgery,positive,0.9153868556022644,neutral,0,26,0,4,Appointment Availability,
13/07/2023 18:05,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,5,2,5,,
13/07/2023 19:06,Extremely likely,immediate appointment great doctor and very caring staff,,Earls Court Surgery,positive,0.97819531,neutral,0,8,0,5,Staff Empathy and Compassion,
13/07/2023 19:27,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,3,4,5,,
13/07/2023 19:44,Likely,i did not have an appointment with the surgery i had one with earls court fitness centre,yes they didn t have my xray for my arm a waste off time for me there,Earls Court Surgery,neutral,0.8844157457351685,negative,0.8816390037536621,17,16,4,Appointment Availability,Test Results
13/07/2023 20:12,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
13/07/2023 20:12,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
13/07/2023 20:12,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
13/07/2023 20:12,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,3,0,5,,
13/07/2023 20:55,Extremely likely,help what i need thank you so much,,Earls Court Surgery,positive,0.8856916427612305,neutral,0,7,5,5,Patient Respect,
14/07/2023 07:36,Extremely unlikely,not caring practice i am afraid,more knowledge newly qualified doctors enthusiastic,Earls Court Surgery,negative,0.7774249315261841,positive,0.7461209297180176,6,7,1,Environment and Ambiance,Staff Professionalism
14/07/2023 10:07,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
14/07/2023 10:26,Extremely likely,everything is good clinic doctors and all staff good,,Earls Court Surgery,positive,0.9421532154083252,neutral,0,9,0,5,Staff Professionalism,
14/07/2023 10:26,Extremely likely,everything is good clinic doctors and all staff good,,Earls Court Surgery,positive,0.9421532154083252,neutral,0,9,0,5,Staff Professionalism,
14/07/2023 14:13,Likely,staff is friendly and you get good care and nurse is available i don t need to go to hospital for small injuries doctors waiting is not long easily available,,Earls Court Surgery,positive,0.6254613399505615,neutral,0,29,5,4,Treatment Quality,
14/07/2023 20:15,Extremely likely,because all staffs are helpful friendly as well,,Earls Court Surgery,positive,0.9594113230705261,neutral,0,8,1,5,Staff Professionalism,
15/07/2023 09:41,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
15/07/2023 09:41,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
15/07/2023 09:41,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
15/07/2023 11:10,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
15/07/2023 11:11,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
15/07/2023 11:20,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
15/07/2023 14:59,Extremely likely,everybody is helpful qualified and humanitarian honestly my doctor nurses and receptionists are extremely likely people i m so happy to be registered there i am a doctor as well but in another country so i know what i m talking about extremely likely people extremely likely specialists,,Earls Court Surgery,positive,0.9686893820762634,neutral,0,47,5,5,Staff Empathy and Compassion,
15/07/2023 16:14,Extremely likely,i have been satisfied of my call to my gp practice on that day,,Earls Court Surgery,positive,0.8571943640708923,neutral,0,14,0,5,Staff Professionalism,
17/07/2023 14:16,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,3,5,,
18/07/2023 08:41,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
18/07/2023 16:18,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
26/07/2023 16:24,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,2,1,5,,
26/07/2023 16:24,Extremely likely,the nurse was extremely friendly and attentive and professional,,Earls Court Surgery,positive,0.9643811583518982,neutral,0,9,0,5,Staff Professionalism,
26/07/2023 16:24,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,4,2,5,,
26/07/2023 16:24,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,2,1,5,,
26/07/2023 16:25,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,2,1,5,,
26/07/2023 16:26,Likely,,every body enjoying to work i can feel it,Earls Court Surgery,neutral,0,positive,0.9328323602676392,5,10,4,,Staff Professionalism
26/07/2023 16:27,Extremely likely,they provide many services on their premises,more face to face appointment with the doctors,Earls Court Surgery,positive,0.6757514476776123,neutral,0.9034572839736938,7,8,5,Staff Professionalism,Appointment Availability
26/07/2023 16:27,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,3,4,5,,
26/07/2023 16:28,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,3,0,5,,
26/07/2023 16:28,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,3,5,5,,
26/07/2023 16:31,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
26/07/2023 16:36,Extremely likely,friendly and always find a quick appointment for a highly vulnerable person with multiple issues due to ns,,Earls Court Surgery,neutral,0.6610334515571594,neutral,0.6808651089668274,18,1,5,Staff Professionalism,
26/07/2023 16:37,Extremely likely,i have a extremely likely doctor and the receptionists are very helpful,,Earls Court Surgery,positive,0.9642617702484131,neutral,0,12,2,5,Reception Staff Interaction,
26/07/2023 16:40,Extremely likely,they are always very helpful and friendly,,Earls Court Surgery,positive,0.9625287055969238,neutral,0,7,0,5,Staff Professionalism,
26/07/2023 16:45,Extremely likely,i ve never felt so taken care of and valued by a doctor in my life miss person has been incredibly thorough understanding and careful she is just perfect thank you so much,,Earls Court Surgery,positive,0.9733585119247437,neutral,0,32,0,5,Patient Respect,
26/07/2023 16:51,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
26/07/2023 16:52,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
26/07/2023 16:54,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
26/07/2023 17:01,Likely,the doctors is too much friendly and give you time to talk specially dr person,to change all the front desk staff,Earls Court Surgery,neutral,0.6446208953857422,neutral,0.7439171075820923,16,7,4,Staff Empathy and Compassion,Reception Staff Interaction
26/07/2023 17:04,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,3,1,5,,
26/07/2023 17:07,Extremely likely,269 old brompton road surgery is extremely well organised starting with the lovely welcoming ladies on reception through to the very understanding doctor and nurses,nothing at all it s perfect thank you mw,Earls Court Surgery,positive,0.9723888635635376,positive,0.9649976491928101,27,8,5,Reception Staff Interaction,Patient Respect
26/07/2023 17:14,Extremely likely,i have been going to ec for almost 20years and have always received hood care staff are helpful and competent and offer a wide range of support,possibly getting an appointment more quickly if required,Earls Court Surgery,positive,0.958142877,neutral,0.756708026,27,8,5,Staff Professionalism,Appointment Availability
26/07/2023 17:18,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
26/07/2023 17:26,Likely,receptionists and doctors helpful and give good services,,Earls Court Surgery,positive,0.9060977697372437,neutral,0,8,1,4,Staff Professionalism,
26/07/2023 17:29,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,4,2,5,,
26/07/2023 17:32,Likely,,longer time with the doctors if needed,Earls Court Surgery,neutral,0,neutral,0.8953588604927063,5,7,4,,Follow-up and Continuity of Care
26/07/2023 17:32,Extremely likely,i find the frs in surgery willing person,,Earls Court Surgery,neutral,0.6969975233078003,neutral,0.6808651089668274,8,1,5,Patient Respect,
26/07/2023 17:33,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,4,0,5,,
26/07/2023 17:36,Extremely likely,excellent staff very understanding willing to help in all situations changing appointments to suit wonderful staff,,Earls Court Surgery,positive,0.9670981168746948,neutral,0,16,0,5,Staff Empathy and Compassion,
26/07/2023 17:59,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,2,1,5,,
26/07/2023 18:12,Extremely likely,the staff and doctors are very attentive and friendly,i m fully satisfied for their service and kind,Earls Court Surgery,positive,0.9652247428894043,positive,0.9741587042808533,9,8,5,Patient Respect,Patient Respect
26/07/2023 18:25,Extremely likely,the nurse was extremely skillful and had very soft ways she took the swab for the smear test in an impeccable way in a difficult situation with me could not be better very rare to be so competent,,Earls Court Surgery,positive,0.8977761268615723,neutral,0,38,2,5,Test Results,
26/07/2023 18:29,Likely,,,Earls Court Surgery,neutral,0,neutral,0,5,1,4,,
26/07/2023 19:35,Extremely likely,when ever contacted i got good response,,Earls Court Surgery,positive,0.8578124642372131,neutral,0,7,3,5,Follow-up and Continuity of Care,
26/07/2023 21:36,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,4,1,5,,
26/07/2023 21:48,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,1,4,,
26/07/2023 22:26,Extremely likely,everything was perfect and upper expectations,easy access to blood tests results,Earls Court Surgery,positive,0.9168262481689453,neutral,0.5257547497749329,6,6,5,Staff Professionalism,Accessibility and Convenience
26/07/2023 23:01,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,5,0,5,,
27/07/2023 04:17,Likely,the staff is very friendly with their customers,,Earls Court Surgery,positive,0.9631913900375366,neutral,0,8,1,4,Staff Empathy and Compassion,
27/07/2023 08:41,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
27/07/2023 12:16,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,5,3,5,,
27/07/2023 14:36,Likely,,i would like not to see the front desk staff,Earls Court Surgery,neutral,0,negative,0.7176011800765991,4,10,4,,Reception Staff Interaction
27/07/2023 14:43,Extremely likely,,can t think of any at this time,Earls Court Surgery,neutral,0,negative,0.5419110059738159,4,7,5,,Reception Staff Interaction
27/07/2023 18:09,Extremely likely,very efficient easy way to communicate with my gp,,Earls Court Surgery,positive,0.8715095520019531,neutral,0,10,5,5,Communication Effectiveness,
28/07/2023 10:41,Extremely likely,i needed my gp to see the effects of taking a medication for two months and agree on future treatment not only did he do this but he also asked about other aspects of my health,,Earls Court Surgery,neutral,0.7757282257080078,neutral,0.6808651089668274,36,4,5,Test Results,
29/07/2023 20:26,Extremely likely,very helpful reception staff and great doctors,,Earls Court Surgery,positive,0.9687767624855042,neutral,0,7,1,5,Reception Staff Interaction,
31/07/2023 19:00,Extremely likely,the doctors the nurses and the other staff are professional and ordinary they deal with the patients kindly,my above comment answers the question,Earls Court Surgery,positive,0.6342608332633972,neutral,0.8905198574066162,18,6,5,Staff Professionalism,Follow-up and Continuity of Care
01/08/2023 10:01,Extremely unlikely,the receptionist behave in an unfriendly way definitely not aligned with heart values of nhs very close to ignoring peoples queries and using loud voice intimidating,strict adherence to heart values and talk in polite manner rather than talking in a tone of entitlement,Earls Court Surgery,negative,0.8969070911407471,neutral,0.7406778931617737,26,18,1,Reception Staff Interaction,Patient Respect
03/08/2023 09:34,Likely,the re eptio and the gp were kind efficient and professional,allow more face to face appointment s online ones are less effective,Earls Court Surgery,positive,0.8464523553848267,neutral,0.5828500390052795,11,12,4,Staff Professionalism,Accessibility and Convenience
03/08/2023 18:40,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
04/08/2023 21:20,Likely,the service is good the receptionist is very supportive and the doctor are very reliable,i don t know at the moment,Earls Court Surgery,positive,0.9660562872886658,neutral,0.7252395153045654,15,6,4,Reception Staff Interaction,Follow-up and Continuity of Care
05/08/2023 17:17,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,1,0,5,,
06/08/2023 15:36,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
06/08/2023 18:52,Likely,,,Earls Court Surgery,neutral,0,neutral,0,3,3,4,,
09/08/2023 13:23,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,3,0,5,,
09/08/2023 13:24,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,3,1,5,,
09/08/2023 13:24,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,5,5,5,,
09/08/2023 13:25,Extremely likely,have been to this surgery for long time,,Earls Court Surgery,neutral,0.8347868919372559,neutral,0.6808651089668274,8,1,5,Follow-up and Continuity of Care,
09/08/2023 13:26,Likely,the doctors is nice and give time to patients and listen to them,if you change all the front desk staff,Earls Court Surgery,positive,0.8434233665466309,neutral,0.7403839826583862,13,8,4,Staff Empathy and Compassion,Reception Staff Interaction
09/08/2023 13:30,Extremely likely,i like my doctors used to them and how they listen to me,thank you if i can also book the visit appointments via the app it would be great as at the moment only the telephone services are available when i try to book via the app else i have to call to book a visit appointment thank you very much,Earls Court Surgery,positive,0.7790393233299255,positive,0.7378297448158264,13,49,5,Patient Respect,Appointment Availability
09/08/2023 13:31,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
09/08/2023 13:33,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
09/08/2023 13:34,Likely,,,Earls Court Surgery,neutral,0,neutral,0,3,5,4,,
09/08/2023 13:35,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
09/08/2023 13:36,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
09/08/2023 13:40,Extremely likely,poeple there they are very helpful,,Earls Court Surgery,positive,0.9558193683624268,neutral,0,6,0,5,Patient Respect,
09/08/2023 13:53,Extremely likely,great service quick appointments very skilled and attentive medical staff who make you feel comfortable and safe to ask questions friendly reception staff,nothing all very helpful from initiation to follow up to conclusion,Earls Court Surgery,positive,0.963359535,negative,0.8698108196258545,23,11,5,Reception Staff Interaction,Follow-up and Continuity of Care
09/08/2023 13:57,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,2,4,5,,
09/08/2023 13:57,Extremely likely,the doctors and staff are kind and attentive to all patients like me,as i d experienced going to the clinics frequently i felt satisfied and comfortable,Earls Court Surgery,positive,0.8928577899932861,positive,0.8520439863204956,13,13,5,Staff Empathy and Compassion,Follow-up and Continuity of Care
09/08/2023 14:36,Neither likely nor unlikely,good doctors but the front desk people needs all changes,,Earls Court Surgery,positive,0.5788734555244446,neutral,0,11,0,3,Reception Staff Interaction,
09/08/2023 14:38,Likely,good doctors but front desk people needs all change,front desk staff need all changes,Earls Court Surgery,positive,0.49250099062919617,neutral,0.6664628386497498,10,6,4,Reception Staff Interaction,Reception Staff Interaction
09/08/2023 15:56,Extremely likely,fast and efficient the nurse who i saw was extremely friendly and helpful the whole team worked together to ensure i got my medication,,Earls Court Surgery,positive,0.9441624879837036,neutral,0,24,3,5,Follow-up and Continuity of Care,
09/08/2023 16:23,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,2,0,5,,
09/08/2023 16:23,Extremely likely,i have been going to this surgery since i was a child and i am satisfied with them,,Earls Court Surgery,positive,0.9432494640350342,neutral,0,18,1,5,Follow-up and Continuity of Care,
09/08/2023 16:25,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
09/08/2023 16:26,Extremely likely,been at this surgery all my life really looked after me and my family really well,not really everyone is really friendly,Earls Court Surgery,positive,0.9438557028770447,negative,0.6022908091545105,16,6,5,Follow-up and Continuity of Care,Environment and Ambiance
09/08/2023 16:29,Extremely likely,i feel always welcome and i always get what i need,i am with this surgery for 28 years so it s meant that i am very happy with their service,Earls Court Surgery,positive,0.9552242159843445,positive,0.9600588083267212,11,19,5,Accessibility and Convenience,Treatment Quality
09/08/2023 16:34,Extremely likely,friendly and helpful doctors and receptionists,,Earls Court Surgery,positive,0.8517282605171204,neutral,0,6,2,5,Reception Staff Interaction,
09/08/2023 17:02,Extremely likely,because long time i treatment since 1995 all staff friendly and family,,Earls Court Surgery,positive,0.7492877840995789,neutral,0,14,1,5,Staff Empathy and Compassion,
09/08/2023 17:08,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,4,5,5,,
09/08/2023 17:31,Extremely likely,always i get help from my gp practice when i need,the whole team of the gp practice are doing their best to help as much as they can,Earls Court Surgery,positive,0.5941782593727112,positive,0.8886217474937439,11,18,5,Staff Professionalism,Staff Empathy and Compassion
09/08/2023 18:12,Extremely unlikely,,i understand their job is stressful but there is not need to be so rude and intimidating,Earls Court Surgery,neutral,0,negative,0.699735701,5,16,1,,Patient Respect
09/08/2023 18:37,Extremely likely,everybody at rhe surgery is friendly dedicated supportive,,Earls Court Surgery,positive,0.8954343199729919,neutral,0,9,4,5,Staff Empathy and Compassion,
09/08/2023 19:35,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,4,0,5,,
09/08/2023 20:24,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
09/08/2023 20:26,Likely,because i m very happy to the service,,Earls Court Surgery,positive,0.9709274172782898,neutral,0,7,5,4,Patient Respect,
09/08/2023 20:48,Extremely unlikely,i have made this clear to other members of staff i feel dr person let me down and in fact was responsible for a gross dereliction of duty she was very slow to respond to my symptoms and in retrospect did not think she believed me she was irresponsible and failed in showing a duty of care towards me,dr person should have behaved as a responsible gp and sent me for further tests i had heart failure and she had diagnosed me with asthma i visited her 5 6 times in a space of a few months with symptoms that i now know were typical of heart failure but she did nothing other than increase my cortisone it was only when i attended a e that i was diagnosed with heart failure neither she or her colleague dr person have apologised naturally i am taking the matter further,Earls Court Surgery,negative,0.8967741131782532,negative,0.8260456323623657,59,90,1,Follow-up and Continuity of Care,Test Results
09/08/2023 21:58,Likely,the service is extremely likely and staff are very friendly i came to the surgery with my son an old lady assaulted him call him names and nearly hit him with her working stick,i don t feel safe after being with the same surgery for more than 20 years my son is still terrified about what happen to him,Earls Court Surgery,positive,0.554424524,negative,0.9189959764480591,34,25,4,Treatment Quality,Follow-up and Continuity of Care
10/08/2023 11:34,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,2,1,5,,
10/08/2023 16:04,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
10/08/2023 17:52,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
10/08/2023 19:10,Likely,,,Earls Court Surgery,neutral,0,neutral,0,5,4,4,,
10/08/2023 22:28,Likely,good service experience all helpful and patient staff efficient and prompt dealing with my healthcare,everything in my recent experience was good,Earls Court Surgery,positive,0.9605593681335449,positive,0.9771685600280762,15,7,4,Staff Professionalism,Follow-up and Continuity of Care
11/08/2023 19:44,Extremely likely,receptionists very friendly and the phone is answered very quickly,,Earls Court Surgery,positive,0.969726026,neutral,0,10,1,5,Reception Staff Interaction,
12/08/2023 21:23,Extremely likely,excellent test speed and gp advice,,Earls Court Surgery,positive,0.9261561036109924,neutral,0,6,1,5,Patient Education and Information,
16/08/2023 12:52,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,3,1,5,,
24/08/2023 10:13,Extremely likely,very friendly and extremely likely service,yes if you put face to face appointment available on nhs app,Earls Court Surgery,positive,0.9094202518463135,neutral,0.6731880903244019,6,12,5,Patient Respect,Appointment Availability
24/08/2023 10:14,Extremely likely,it was a sensible thing to do and the procedure went well,,Earls Court Surgery,positive,0.8672163486480713,neutral,0,12,1,5,Staff Professionalism,
24/08/2023 10:16,Extremely likely,friendly and very caring doctors and nurse,,Earls Court Surgery,positive,0.9396799206733704,neutral,0,7,1,5,Staff Empathy and Compassion,
24/08/2023 10:16,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,3,5,5,,
24/08/2023 10:20,Extremely likely,friendly efficient reception staff excellent doctors no problem getting face to face apr phone sppointments,,Earls Court Surgery,positive,0.9225332736968994,neutral,0,17,1,5,Reception Staff Interaction,
24/08/2023 10:30,Likely,,,Earls Court Surgery,neutral,0,neutral,0,4,2,4,,
24/08/2023 10:31,Neither likely nor unlikely,didnt get a reminder for my sppointment which ii made some weeks earlier and therefore had forgotten about it and didnt attend,,Earls Court Surgery,negative,0.6937601566314697,neutral,0.6808651089668274,22,1,3,Appointment Availability,
24/08/2023 10:44,Likely,,,Earls Court Surgery,neutral,0,neutral,0,5,1,4,,
24/08/2023 10:46,Likely,you manage to get someone in that s know what there doing for a change,,Earls Court Surgery,neutral,0.596650243,neutral,0.6808651089668274,14,5,4,Staff Professionalism,
24/08/2023 10:59,Extremely likely,very helpful doctors and friendly reception staff who always assist me and very polite,,Earls Court Surgery,positive,0.974262536,neutral,0,14,1,5,Reception Staff Interaction,
24/08/2023 11:04,Extremely likely,always great service plus you see the same doctor everytime,,Earls Court Surgery,positive,0.9700754284858704,neutral,0,10,1,5,Follow-up and Continuity of Care,
24/08/2023 11:12,Extremely likely,i was made to feel very welcome and the health checks were carried out very efficiently,,Earls Court Surgery,positive,0.9549680352210999,neutral,0,16,1,5,Patient Respect,
24/08/2023 11:12,Extremely likely,doctors nurses and staff are very professional and friendly,,Earls Court Surgery,positive,0.9609749913215637,neutral,0,8,1,5,Staff Professionalism,
24/08/2023 11:13,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,4,4,5,,
24/08/2023 11:24,Likely,,,Earls Court Surgery,neutral,0,neutral,0,5,1,4,,
24/08/2023 11:54,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,2,0,5,,
24/08/2023 12:07,Likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,4,,
24/08/2023 13:14,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,2,1,5,,
24/08/2023 13:22,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
24/08/2023 13:23,Likely,they have the most facilities so no need to go anywhere else,,Earls Court Surgery,positive,0.7694598436355591,neutral,0,12,4,4,Accessibility and Convenience,
24/08/2023 13:26,Likely,i rate positively my visit with the gp,i think more face to face contact with gp is much better than 90 off telephone conversations,Earls Court Surgery,positive,0.9054239392280579,positive,0.5719433426856995,8,17,4,Patient Respect,Communication Effectiveness
24/08/2023 13:37,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,5,1,5,,
24/08/2023 13:59,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,2,1,5,,
24/08/2023 13:59,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
24/08/2023 14:08,Likely,all the stuff are very friendly,,Earls Court Surgery,positive,0.9418385028839111,neutral,0,6,1,4,Accessibility and Convenience,
24/08/2023 14:10,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,0,0,5,,
24/08/2023 14:30,Extremely likely,1 the very friendly receptionists 2 the up to date technology in the surgery 3 the doctors understanding of the patients needs,nothing more as every thing there couldn t be better,Earls Court Surgery,positive,0.8914750218391418,positive,0.956638515,19,9,5,Reception Staff Interaction,Environment and Ambiance
24/08/2023 15:03,Extremely likely,they are extremely likely accomodating friendly and helpful,i am satisfied with the service experience,Earls Court Surgery,positive,0.9434728622436523,positive,0.928551435,8,7,5,Accessibility and Convenience,Patient Respect
24/08/2023 16:52,Extremely likely,dr person is my favourite medical provider he is always friendly thoughtful and he put our concerns first can not speak more highly than him the staff is always helpful very friendly and very professional and my experience with other medical professionals in this office has always been above my level of standards,,Earls Court Surgery,positive,0.9636256694793701,neutral,0,56,1,5,Staff Professionalism,
24/08/2023 18:21,Extremely likely,,,Earls Court Surgery,neutral,0,neutral,0,4,2,5,,
